Año,Mes cod,Mes,Vía,Frontera,País,Región,Región dos,Regiones OMT,MCEO,Agrupación Residencia,Tipo de Viajero,Viajero,Fecha
2009,1,Ene,Aérea,02 Mundo Maya,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,6.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,135.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Federación de Rusia,EUROPA,Europa,EUROPA CENTRAL/ORIENTAL,05 BRICS,Europa,Turista,10.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Finlandia,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,4.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,57.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,19.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,India,OTROS ASIA,Asia,ASIA MERIDIONAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Irlanda,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,3.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Israel,ORIENTE MEDIO,Oriente Medio,EUROPA MEDITERRÁNEA ORIENTAL,06 RESTO DEL MUNDO,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Italia,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,5.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Japón,ASIA,Asia,ASIA DEL NORDESTE,06 RESTO DEL MUNDO,Resto del Mundo,Turista,8.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,8.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Nicaragua,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Panamá,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Países Bajos,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,7.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,11.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,República Checa,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,9.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Suecia,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Suiza,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,4.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Ucrania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,5.0,2009-01-01
2009,1,Ene,Aérea,02 Mundo Maya,Uruguay,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,03 Puerto Quetzal,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,03 Puerto Quetzal,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,03 Puerto Quetzal,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,03 Puerto Quetzal,Cruceristas,Cruceristas,Cruceristas,SIN ESPECIFICAR,02 NORTEAMÉRICA,Cruceristas,Cruceristas,6518.968580415471,2009-01-01
2009,1,Ene,Marítima,03 Puerto Quetzal,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,13.0,2009-01-01
2009,1,Ene,Marítima,03 Puerto Quetzal,Grecia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,03 Puerto Quetzal,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,03 Puerto Quetzal,Irlanda,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,03 Puerto Quetzal,Italia,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,03 Puerto Quetzal,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,6.0,2009-01-01
2009,1,Ene,Marítima,03 Puerto Quetzal,Rumania,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,03 Puerto Quetzal,Venezuela (República Bolivariana de),AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,04 Santo Tomás de Castilla,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,04 Santo Tomás de Castilla,Cruceristas,Cruceristas,Cruceristas,SIN ESPECIFICAR,02 NORTEAMÉRICA,Cruceristas,Cruceristas,6051.031419584529,2009-01-01
2009,1,Ene,Marítima,04 Santo Tomás de Castilla,Eslovaquia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,04 Santo Tomás de Castilla,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,3.0,2009-01-01
2009,1,Ene,Marítima,04 Santo Tomás de Castilla,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,7.0,2009-01-01
2009,1,Ene,Marítima,04 Santo Tomás de Castilla,Polonia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,13.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Argentina,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Australia,OCEANÍA,Oceanía,AUSTRALASIA,06 RESTO DEL MUNDO,Resto del Mundo,Turista,6.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,3.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Turista,16.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Bélgica,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,3.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,11.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Chile,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Croacia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Dinamarca,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,8.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Eslovaquia,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Eslovenia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,7.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,75.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Fiji,OTROS OCEANÍA,Oceanía,MELANESIA,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,4.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Grecia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,50.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Irlanda,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,5.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Israel,ORIENTE MEDIO,Oriente Medio,EUROPA MEDITERRÁNEA ORIENTAL,06 RESTO DEL MUNDO,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Italia,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,8.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Japón,ASIA,Asia,ASIA DEL NORDESTE,06 RESTO DEL MUNDO,Resto del Mundo,Turista,4.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,9.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Noruega,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,8.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Nueva Zelanda,OCEANÍA,Oceanía,AUSTRALASIA,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Países Bajos,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,33.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Perú,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Portugal,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,26.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Suecia,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,27.0,2009-01-01
2009,1,Ene,Marítima,05 Puerto Barrios,Suiza,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,6.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,24.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Argentina,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,10.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Australia,OCEANÍA,Oceanía,AUSTRALASIA,06 RESTO DEL MUNDO,Resto del Mundo,Turista,10.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Turista,23.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Brasil,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,3.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Bélgica,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,5.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,41.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Chile,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Dinamarca,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,10.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,16.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,126.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Finlandia,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,19.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,43.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Irlanda,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,3.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Israel,ORIENTE MEDIO,Oriente Medio,EUROPA MEDITERRÁNEA ORIENTAL,06 RESTO DEL MUNDO,Resto del Mundo,Turista,3.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Italia,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Turista,6.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,México,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,México,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Nueva Zelanda,OCEANÍA,Oceanía,AUSTRALASIA,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Países Bajos,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Turista,22.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Portugal,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Reino Unido de Gran Bretaña e Irlanda del Norte,EUROPA,Europa,EUROPA DEL NORTE,04 EUROPA,Europa,Turista,37.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,República Checa,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Sudáfrica,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA AUSTRAL,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Suecia,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Turista,7.0,2009-01-01
2009,1,Ene,Marítima,06 Livingston,Suiza,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Turista,1.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Afganistán,OTROS ASIA,Asia,ASIA MERIDIONAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Alemania,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Viajero,84.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Argentina,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,98.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Australia,OCEANÍA,Oceanía,AUSTRALASIA,06 RESTO DEL MUNDO,Resto del Mundo,Turista,33.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Austria,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Viajero,8.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Belice,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Belice,Turista,152.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Bolivia (Estado Plurinacional de),OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,2.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Brasil,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,36.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Bulgaria,OTROS EUROPEOS,Europa,EUROPA CENTRAL/ORIENTAL,08 OTROS,Europa,Viajero,2.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Burkina Faso,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Bélgica,EUROPA,Europa,EUROPA OCCIDENTAL,08 OTROS,Europa,Viajero,10.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Camboya,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Excursionista,4.656521739130435,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Turista,83.81739130434782,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Canadá,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Canadá,Viajero,64.52608695652174,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Chile,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,22.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,China,ASIA,Asia,ASIA DEL NORDESTE,05 BRICS,Resto del Mundo,Turista,26.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Colombia,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,03 SUDAMÉRICA,Suramérica,Turista,51.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Comoras,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA ORIENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Congo,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA CENTRAL,08 OTROS,Resto del Mundo,Turista,3.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Turista,51.79377431906613,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Costa Rica,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Resto de Centro América,Viajero,101.2062256809338,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Croacia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Viajero,1.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Cuba,EL CARIBE,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Dinamarca,EUROPA,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Viajero,13.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Ecuador,AMÉRICA DEL SUR,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,2.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Excursionista,387.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Turista,7517.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,El Salvador,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,El Salvador,Viajero,14346.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Eslovenia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Viajero,2.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,España,EUROPA,Europa,EUROPA MERIDIONAL,04 EUROPA,Europa,Viajero,88.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Excursionista,21.09130434782609,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Turista,379.6434782608695,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Estados Unidos de América,AMÉRICA DEL NORTE,América Del Norte,AMÉRICA DEL NORTE,02 NORTEAMÉRICA,Estados Unidos de América,Viajero,292.2652173913044,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Federación de Rusia,EUROPA,Europa,EUROPA CENTRAL/ORIENTAL,05 BRICS,Europa,Viajero,4.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Filipinas,OTROS ASIA,Asia,ASIA DEL SUDESTE,08 OTROS,Resto del Mundo,Turista,2.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Finlandia,OTROS EUROPEOS,Europa,EUROPA DEL NORTE,08 OTROS,Europa,Viajero,6.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Francia,EUROPA,Europa,EUROPA OCCIDENTAL,04 EUROPA,Europa,Viajero,60.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Grecia,OTROS EUROPEOS,Europa,EUROPA MERIDIONAL,08 OTROS,Europa,Viajero,1.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Guam,OTROS OCEANÍA,Oceanía,MICRONESIA,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Excursionista,5154.803497615235,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Turista,168.3418124006359,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Guatemala,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Guatemala,Viajero,249.8546899841018,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Guinea,OTROS PAISES DEL MUNDO,Otros Paises Del Mundo,ÁFRICA OCCIDENTAL,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Guyana,OTROS SUDAMERICANOS,América Del Sur y el Caribe,AMÉRICA DEL SUR,08 OTROS,Suramérica,Turista,2.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Haití,OTROS CARIBEÑOS,América Del Sur y el Caribe,EL CARIBE,08 OTROS,Resto del Mundo,Turista,1.0,2009-01-01
2009,1,Ene,Terrestre,07 Valle Nuevo,Honduras,AMÉRICA DEL CENTRO,América Del Centro,AMÉRICA CENTRAL,01 CENTROAMÉRICA,Honduras,Turista,222.8571428571429,2009-01-01
